Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90
Christopher Trimmel,at AUT,DF,Union Berlin,de Bundesliga,36.0,1987.0,26,19,1646,18.3,0,2,2,0,0,0,2,1,0.6,0.5,2.1,2.6,23.0,86.0,65.0,0.0,0.11,0.11,0.0,0.11,0.03,0.11,0.14,0.03,0.14
Adrien Truffert,fr FRA,DF,Rennes,fr Ligue 1,21.0,2001.0,30,24,2145,23.8,1,2,3,1,0,0,6,0,1.7,1.7,1.8,3.5,51.0,98.0,181.0,0.04,0.08,0.13,0.04,0.13,0.07,0.08,0.15,0.07,0.15
Auston Trusty,us USA,DF,Sheffield Utd,eng Premier League,24.0,1998.0,32,28,2572,28.6,0,0,0,0,0,0,4,0,0.4,0.4,1.1,1.5,10.0,40.0,15.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05
Kostas Tsimikas,gr GRE,DF,Liverpool,eng Premier League,27.0,1996.0,13,8,679,7.5,0,3,3,0,0,0,0,0,0.1,0.1,1.0,1.1,24.0,31.0,73.0,0.0,0.4,0.4,0.0,0.4,0.01,0.14,0.15,0.01,0.15
Viktor Tsyhankov,ua UKR,"MF,FW",Girona,es La Liga,25.0,1997.0,30,26,2052,22.8,8,7,15,8,0,0,0,0,6.2,6.2,5.9,12.1,65.0,89.0,226.0,0.35,0.31,0.66,0.35,0.66,0.27,0.26,0.53,0.27,0.53
Stefano Turati,it ITA,GK,Frosinone,it Serie A,21.0,2001.0,31,31,2745,30.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Turner,us USA,GK,Nott'ham Forest,eng Premier League,29.0,1994.0,17,17,1530,17.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beñat Turrientes,es ESP,MF,Real Sociedad,es La Liga,21.0,2002.0,29,19,1687,18.7,0,1,1,0,0,0,4,0,1.2,1.2,0.5,1.8,26.0,51.0,31.0,0.0,0.05,0.05,0.0,0.05,0.06,0.03,0.09,0.06,0.09
Destiny Udogie,it ITA,DF,Tottenham,eng Premier League,20.0,2002.0,28,28,2391,26.6,2,3,5,2,0,0,7,1,2.4,2.4,2.2,4.6,83.0,155.0,138.0,0.08,0.11,0.19,0.08,0.19,0.09,0.08,0.17,0.09,0.17
Matthieu Udol,fr FRA,DF,Metz,fr Ligue 1,27.0,1996.0,30,30,2700,30.0,3,3,6,3,0,0,5,0,1.4,1.4,3.1,4.5,46.0,98.0,86.0,0.1,0.1,0.2,0.1,0.2,0.05,0.1,0.15,0.05,0.15
Manuel Ugarte Ribeiro,uy URU,MF,Paris S-G,fr Ligue 1,22.0,2001.0,25,21,1932,21.5,0,2,2,0,0,0,5,0,0.6,0.6,0.9,1.5,16.0,87.0,24.0,0.0,0.09,0.09,0.0,0.09,0.03,0.04,0.07,0.03,0.07
Lesley Ugochukwu,fr FRA,MF,Chelsea,eng Premier League,19.0,2004.0,12,3,301,3.3,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,8.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
Lukas Ullrich,de GER,"DF,FW",Gladbach,de Bundesliga,19.0,2004.0,4,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,34.0,1988.0,11,11,990,11.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samuel Umtiti,fr FRA,DF,Lille,fr Ligue 1,29.0,1993.0,6,2,185,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enes Ünal,tr TUR,"FW,MF",Getafe,es La Liga,26.0,1997.0,3,1,140,1.6,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,2.0,1.0,7.0,0.0,0.64,0.64,0.0,0.64,0.06,0.24,0.3,0.06,0.3
Dayot Upamecano,fr FRA,DF,Bayern Munich,de Bundesliga,24.0,1998.0,25,19,1762,19.6,1,0,1,1,0,0,3,1,1.7,1.7,0.5,2.1,28.0,137.0,10.0,0.05,0.0,0.05,0.05,0.05,0.08,0.02,0.11,0.08,0.11
Kacper Urbanski,pl POL,"MF,FW",Bologna,it Serie A,18.0,2004.0,22,9,926,10.3,0,1,1,0,0,0,2,0,1.1,1.1,0.8,1.9,25.0,31.0,78.0,0.0,0.1,0.1,0.0,0.1,0.1,0.08,0.19,0.1,0.19
Mark Uth,de GER,"MF,FW",Köln,de Bundesliga,31.0,1991.0,11,3,373,4.1,0,1,1,0,0,0,2,0,2.0,2.0,1.4,3.4,12.0,13.0,29.0,0.0,0.24,0.24,0.0,0.24,0.49,0.33,0.83,0.49,0.83
Josha Vagnoman,de GER,DF,Stuttgart,de Bundesliga,22.0,2000.0,18,12,1183,13.1,2,2,4,2,0,0,2,0,1.3,1.3,1.3,2.6,19.0,33.0,67.0,0.15,0.15,0.3,0.15,0.3,0.1,0.1,0.2,0.1,0.2
Óscar Valentín,es ESP,MF,Rayo Vallecano,es La Liga,28.0,1994.0,34,32,2692,29.9,1,0,1,1,0,0,7,1,1.7,1.7,0.6,2.2,24.0,132.0,11.0,0.03,0.0,0.03,0.03,0.03,0.06,0.02,0.07,0.06,0.07
Emanuele Valeri,it ITA,DF,Frosinone,it Serie A,24.0,1998.0,16,14,1178,13.1,0,1,1,0,0,0,3,0,0.9,0.9,2.4,3.3,38.0,41.0,61.0,0.0,0.08,0.08,0.0,0.08,0.07,0.19,0.25,0.07,0.25
Martin Valjent,sk SVK,DF,Mallorca,es La Liga,27.0,1995.0,28,28,2349,26.1,0,1,1,0,0,0,5,0,0.3,0.3,0.9,1.2,22.0,61.0,27.0,0.0,0.04,0.04,0.0,0.04,0.01,0.03,0.05,0.01,0.05
Jesús Vallejo,es ESP,DF,Granada,es La Liga,26.0,1997.0,3,1,108,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Álvaro Vallés,es ESP,GK,Las Palmas,es La Liga,26.0,1997.0,37,37,3263,36.3,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kévin Van Den Kerkhof,dz ALG,"FW,MF",Metz,fr Ligue 1,27.0,1996.0,29,21,1913,21.3,1,2,3,1,0,0,2,0,1.5,1.5,3.5,5.0,65.0,28.0,145.0,0.05,0.09,0.14,0.05,0.14,0.07,0.16,0.24,0.07,0.24
Siebe Van Der Heyden,be BEL,DF,Mallorca,es La Liga,25.0,1998.0,6,4,286,3.2,0,0,0,0,0,0,2,1,0.2,0.2,0.0,0.2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,32.0,1991.0,36,36,3177,35.3,2,2,4,2,0,0,3,1,2.8,2.8,1.6,4.4,32.0,200.0,7.0,0.06,0.06,0.11,0.06,0.11,0.08,0.04,0.12,0.08,0.12
Vanderson,br BRA,DF,Monaco,fr Ligue 1,22.0,2001.0,20,20,1641,18.2,3,1,4,3,0,0,6,1,2.1,2.1,1.4,3.5,26.0,71.0,129.0,0.16,0.05,0.22,0.16,0.22,0.12,0.08,0.19,0.12,0.19
Raphaël Varane,fr FRA,DF,Manchester Utd,eng Premier League,30.0,1993.0,22,16,1375,15.3,1,0,1,1,0,0,2,0,1.3,1.3,0.1,1.3,16.0,59.0,2.0,0.07,0.0,0.07,0.07,0.07,0.08,0.0,0.09,0.08,0.09
Ruben Vargas,ch SUI,"MF,FW",Augsburg,de Bundesliga,24.0,1998.0,31,25,1962,21.8,4,5,9,4,0,0,3,0,3.9,3.9,2.4,6.3,57.0,77.0,145.0,0.18,0.23,0.41,0.18,0.41,0.18,0.11,0.29,0.18,0.29
Johan Vásquez,mx MEX,DF,Genoa,it Serie A,24.0,1998.0,37,32,2850,31.7,1,1,2,1,0,0,6,0,1.9,1.9,0.8,2.7,29.0,81.0,61.0,0.03,0.03,0.06,0.03,0.06,0.06,0.03,0.08,0.06,0.08
Jesus Vazquez,es ESP,"DF,MF",Valencia,es La Liga,20.0,2003.0,20,6,716,8.0,1,0,1,1,0,0,1,0,1.2,1.2,0.1,1.3,13.0,15.0,29.0,0.13,0.0,0.13,0.13,0.13,0.15,0.02,0.16,0.15,0.16
Kevin Vázquez,es ESP,DF,Celta Vigo,es La Liga,30.0,1993.0,12,10,700,7.8,0,0,0,0,0,0,3,0,0.0,0.0,0.2,0.2,6.0,28.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.03
Lucas Vázquez,es ESP,DF,Real Madrid,es La Liga,32.0,1991.0,29,14,1419,15.8,3,6,9,3,0,0,0,0,1.2,1.1,3.8,4.8,28.0,58.0,160.0,0.19,0.38,0.57,0.19,0.57,0.07,0.24,0.31,0.07,0.31
Matías Vecino,uy URU,MF,Lazio,it Serie A,31.0,1991.0,31,8,1153,12.8,6,1,7,6,0,0,8,0,3.7,3.7,0.4,4.1,16.0,74.0,43.0,0.47,0.08,0.55,0.47,0.55,0.29,0.03,0.32,0.29,0.32
Gabriel Veiga,es ESP,FW,Celta Vigo,es La Liga,21.0,2002.0,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alejo Véliz,ar ARG,FW,Sevilla,es La Liga,19.0,2003.0,6,0,35,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.58,0.58,0.58
Miloš Veljković,rs SRB,DF,Werder Bremen,de Bundesliga,27.0,1995.0,23,21,1920,21.3,2,1,3,2,0,0,2,0,1.7,1.7,0.8,2.5,16.0,89.0,13.0,0.09,0.05,0.14,0.09,0.14,0.08,0.04,0.12,0.08,0.12
Joël Veltman,nl NED,DF,Brighton,eng Premier League,31.0,1992.0,27,17,1588,17.6,1,1,2,1,0,0,4,0,0.4,0.4,0.5,0.9,24.0,85.0,54.0,0.06,0.06,0.11,0.06,0.11,0.02,0.03,0.05,0.02,0.05
Micky van de Ven,nl NED,DF,Tottenham,eng Premier League,22.0,2001.0,27,27,2339,26.0,3,0,3,3,0,0,5,0,0.6,0.6,0.0,0.6,19.0,108.0,9.0,0.12,0.0,0.12,0.12,0.12,0.02,0.0,0.02,0.02,0.02
Lorenzo Venuti,it ITA,DF,Lecce,it Serie A,28.0,1995.0,14,3,364,4.0,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,7.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.1,0.02,0.1
Bart Verbruggen,nl NED,GK,Brighton,eng Premier League,20.0,2002.0,21,21,1890,21.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Veretout,fr FRA,MF,Marseille,fr Ligue 1,30.0,1993.0,29,24,2183,24.3,1,2,3,1,0,0,4,0,2.9,2.9,5.0,7.9,53.0,194.0,81.0,0.04,0.08,0.12,0.04,0.12,0.12,0.21,0.33,0.12,0.33
Arthur Vermeeren,be BEL,MF,Atlético Madrid,es La Liga,18.0,2005.0,5,2,162,1.8,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,2.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
Yorbe Vertessen,be BEL,"FW,MF",Union Berlin,de Bundesliga,22.0,2001.0,13,7,593,6.6,3,2,5,3,0,0,1,0,2.7,2.7,1.3,4.0,10.0,13.0,39.0,0.46,0.3,0.76,0.46,0.76,0.41,0.2,0.61,0.41,0.61
Mikel Vesga,es ESP,MF,Athletic Club,es La Liga,30.0,1993.0,27,18,1534,17.0,3,1,4,1,2,2,2,0,2.7,1.1,1.2,2.3,10.0,88.0,29.0,0.18,0.06,0.23,0.06,0.12,0.16,0.07,0.23,0.07,0.14
Guglielmo Vicario,it ITA,GK,Tottenham,eng Premier League,26.0,1996.0,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Vicente,es ESP,FW,Alavés,es La Liga,24.0,1999.0,18,12,1114,12.4,2,4,6,2,0,0,1,0,2.3,2.3,3.7,6.0,23.0,23.0,82.0,0.16,0.32,0.48,0.16,0.48,0.19,0.3,0.49,0.19,0.49
Nacho Vidal,es ESP,"DF,FW",Osasuna,es La Liga,28.0,1995.0,7,0,96,1.1,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,0.0,1.0,4.0,0.94,0.0,0.94,0.94,0.94,0.28,0.01,0.29,0.28,0.29
Nacho Vidal,es ESP,DF,Mallorca,es La Liga,28.0,1995.0,8,5,416,4.6,0,0,0,0,0,0,2,0,1.0,1.0,0.2,1.2,5.0,15.0,31.0,0.0,0.0,0.0,0.0,0.0,0.23,0.04,0.26,0.23,0.26
Fabio Vieira,pt POR,"MF,FW",Arsenal,eng Premier League,23.0,2000.0,11,2,297,3.3,1,2,3,0,1,1,0,1,1.3,0.5,1.6,2.1,12.0,15.0,30.0,0.3,0.61,0.91,0.0,0.61,0.38,0.49,0.87,0.14,0.64
Fran Vieites,es ESP,GK,Betis,es La Liga,24.0,1999.0,4,3,315,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Viera,es ESP,"MF,FW",Las Palmas,es La Liga,33.0,1989.0,9,7,617,6.9,2,1,3,0,2,2,1,0,2.3,0.7,1.0,1.7,26.0,65.0,37.0,0.29,0.15,0.44,0.0,0.15,0.33,0.14,0.47,0.1,0.24
Jonathan Viera,es ESP,MF,Almería,es La Liga,33.0,1989.0,12,12,912,10.1,0,3,3,0,0,0,3,1,1.3,1.3,2.7,3.9,35.0,68.0,29.0,0.0,0.3,0.3,0.0,0.3,0.13,0.26,0.39,0.13,0.39
Emanuel Vignato,it ITA,"MF,FW",Salernitana,it Serie A,22.0,2000.0,9,3,311,3.5,0,1,1,0,0,0,1,0,0.0,0.0,0.3,0.4,5.0,11.0,14.0,0.0,0.29,0.29,0.0,0.29,0.01,0.1,0.11,0.01,0.11
Samuele Vignato,it ITA,"MF,FW",Monza,it Serie A,19.0,2004.0,10,3,343,3.8,1,0,1,1,0,0,2,0,1.7,1.7,0.2,1.8,13.0,13.0,20.0,0.26,0.0,0.26,0.26,0.26,0.44,0.04,0.48,0.44,0.48
Oscar Vilhelmsson,se SWE,"FW,MF",Darmstadt 98,de Bundesliga,19.0,2003.0,26,16,1374,15.3,4,1,5,4,0,0,2,0,4.1,4.1,0.7,4.7,16.0,7.0,72.0,0.26,0.07,0.33,0.26,0.33,0.27,0.04,0.31,0.27,0.31
Toni Villa,es ESP,FW,Girona,es La Liga,28.0,1995.0,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17
Asier Villalibre,es ESP,FW,Athletic Club,es La Liga,25.0,1997.0,18,4,513,5.7,2,1,3,2,0,0,0,0,1.7,1.7,1.0,2.7,6.0,10.0,29.0,0.35,0.18,0.53,0.35,0.53,0.3,0.17,0.47,0.3,0.47
Gonzalo Villar,es ESP,MF,Granada,es La Liga,25.0,1998.0,35,21,1803,20.0,1,3,4,1,0,0,7,0,1.9,1.9,2.2,4.1,27.0,74.0,27.0,0.05,0.15,0.2,0.05,0.2,0.09,0.11,0.2,0.09,0.2
Matías Viña,uy URU,DF,Sassuolo,it Serie A,25.0,1997.0,15,13,1014,11.3,0,3,3,0,0,0,1,0,0.3,0.3,1.4,1.7,24.0,46.0,37.0,0.0,0.27,0.27,0.0,0.27,0.03,0.12,0.15,0.03,0.15
Rúben Vinagre,pt POR,"DF,FW",Hellas Verona,it Serie A,24.0,1999.0,12,2,282,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,6.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09
Carlos Vinícius,br BRA,FW,Fulham,eng Premier League,28.0,1995.0,13,2,315,3.5,2,0,2,2,0,0,2,0,1.6,1.6,0.8,2.4,3.0,3.0,13.0,0.57,0.0,0.57,0.57,0.57,0.46,0.23,0.69,0.46,0.69
Nicolas Viola,it ITA,"MF,FW",Cagliari,it Serie A,33.0,1989.0,26,11,1207,13.4,5,2,7,5,0,1,3,0,3.4,2.6,3.9,6.5,22.0,57.0,68.0,0.37,0.15,0.52,0.37,0.52,0.25,0.29,0.54,0.19,0.49
Alan Virginius,fr FRA,FW,Lille,fr Ligue 1,20.0,2003.0,2,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
Alan Virginius,fr FRA,FW,Clermont Foot,fr Ligue 1,20.0,2003.0,14,12,934,10.4,0,2,2,0,0,0,0,0,1.3,1.3,1.5,2.8,22.0,21.0,64.0,0.0,0.19,0.19,0.0,0.19,0.13,0.15,0.27,0.13,0.27
Ricardo Visus,es ESP,DF,Betis,es La Liga,22.0,2001.0,3,1,166,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mattia Viti,it ITA,DF,Sassuolo,it Serie A,21.0,2002.0,15,12,979,10.9,1,0,1,1,0,0,0,0,1.0,1.0,0.0,1.0,2.0,36.0,13.0,0.09,0.0,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.09
Vitinha,pt POR,"FW,MF",Genoa,it Serie A,23.0,2000.0,9,2,285,3.2,2,0,2,2,0,0,2,0,1.1,1.1,0.1,1.3,10.0,4.0,21.0,0.63,0.0,0.63,0.63,0.63,0.36,0.04,0.4,0.36,0.4
Vitinha,pt POR,FW,Marseille,fr Ligue 1,23.0,2000.0,18,10,923,10.3,3,2,5,3,0,0,1,0,5.1,5.1,2.9,8.0,15.0,23.0,84.0,0.29,0.2,0.49,0.29,0.49,0.5,0.28,0.78,0.5,0.78
Vitinha,pt POR,MF,Paris S-G,fr Ligue 1,23.0,2000.0,28,23,2126,23.6,7,4,11,7,0,0,0,0,3.1,3.1,3.1,6.3,41.0,182.0,122.0,0.3,0.17,0.47,0.3,0.47,0.13,0.13,0.27,0.13,0.27
Vitinho,br BRA,"DF,MF",Burnley,eng Premier League,24.0,1999.0,32,26,2314,25.7,0,2,2,0,0,0,1,0,1.6,1.6,1.3,2.9,59.0,66.0,110.0,0.0,0.08,0.08,0.0,0.08,0.06,0.05,0.11,0.06,0.11
Daniel Vivian,es ESP,DF,Athletic Club,es La Liga,24.0,1999.0,33,31,2878,32.0,0,0,0,0,0,0,6,0,0.6,0.6,0.7,1.3,23.0,123.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
Odisseas Vlachodimos,gr GRE,GK,Nott'ham Forest,eng Premier League,29.0,1994.0,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Nikola Vlašić,hr CRO,"MF,FW",Torino,it Serie A,25.0,1997.0,33,30,2608,29.0,3,2,5,3,0,0,3,0,2.4,2.4,2.9,5.3,67.0,150.0,174.0,0.1,0.07,0.17,0.1,0.17,0.08,0.1,0.18,0.08,0.18
Alessandro Vogliacco,it ITA,DF,Genoa,it Serie A,24.0,1998.0,20,14,1169,13.0,0,1,1,0,0,0,4,0,0.4,0.4,0.5,0.9,8.0,49.0,12.0,0.0,0.08,0.08,0.0,0.08,0.03,0.04,0.07,0.03,0.07
Kevin Vogt,de GER,DF,Hoffenheim,de Bundesliga,31.0,1991.0,16,14,1319,14.7,0,0,0,0,0,0,2,0,0.7,0.7,0.1,0.8,16.0,84.0,12.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.05,0.05,0.05
Kevin Vogt,de GER,DF,Union Berlin,de Bundesliga,31.0,1991.0,16,16,1323,14.7,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.1,1.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mërgim Vojvoda,xk KVX,DF,Torino,it Serie A,28.0,1995.0,28,15,1379,15.3,0,3,3,0,0,0,3,0,0.4,0.4,1.4,1.8,30.0,91.0,72.0,0.0,0.2,0.2,0.0,0.2,0.02,0.09,0.12,0.02,0.12
Cristian Volpato,it ITA,"MF,FW",Sassuolo,it Serie A,19.0,2003.0,22,5,645,7.2,1,0,1,1,0,0,1,0,0.5,0.5,1.4,1.9,34.0,53.0,49.0,0.14,0.0,0.14,0.14,0.14,0.07,0.19,0.26,0.07,0.26
Aster Vranckx,be BEL,MF,Wolfsburg,de Bundesliga,20.0,2002.0,24,12,1153,12.8,0,0,0,0,0,0,6,0,0.1,0.1,0.3,0.4,3.0,48.0,9.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
Stefan de Vrij,nl NED,DF,Inter,it Serie A,31.0,1992.0,25,17,1586,17.6,1,0,1,1,0,0,0,0,0.6,0.6,0.3,0.9,6.0,43.0,2.0,0.06,0.0,0.06,0.06,0.06,0.03,0.02,0.05,0.03,0.05
Walace,br BRA,MF,Udinese,it Serie A,28.0,1995.0,37,37,3238,36.0,2,0,2,2,0,0,7,0,0.8,0.8,1.1,1.9,37.0,127.0,22.0,0.06,0.0,0.06,0.06,0.06,0.02,0.03,0.05,0.02,0.05
Luca Waldschmidt,de GER,"MF,FW",Köln,de Bundesliga,27.0,1996.0,22,14,1146,12.7,3,0,3,3,0,1,0,0,2.9,2.1,1.2,3.3,30.0,46.0,61.0,0.24,0.0,0.24,0.24,0.24,0.23,0.09,0.32,0.17,0.26
Kyle Walker,eng ENG,DF,Manchester City,eng Premier League,33.0,1990.0,32,30,2767,30.7,0,4,4,0,0,0,2,0,0.4,0.4,2.6,3.0,74.0,157.0,172.0,0.0,0.13,0.13,0.0,0.13,0.01,0.09,0.1,0.01,0.1
Sebastian Walukiewicz,pl POL,DF,Empoli,it Serie A,23.0,2000.0,27,23,2055,22.8,0,0,0,0,0,0,6,0,0.1,0.1,0.1,0.2,14.0,45.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,eng Premier League,25.0,1997.0,22,20,1780,19.8,0,2,2,0,0,0,4,0,0.1,0.1,1.5,1.6,30.0,77.0,54.0,0.0,0.1,0.1,0.0,0.1,0.01,0.08,0.08,0.01,0.08
Joel Ward,eng ENG,DF,Crystal Palace,eng Premier League,33.0,1989.0,26,23,1980,22.0,0,1,1,0,0,0,4,0,0.9,0.9,0.2,1.1,16.0,66.0,14.0,0.0,0.05,0.05,0.0,0.05,0.04,0.01,0.05,0.04,0.05
Lewis Warrington,eng ENG,FW,Everton,eng Premier League,20.0,2002.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timothy Weah,us USA,"DF,FW",Juventus,it Serie A,23.0,2000.0,30,12,1258,14.0,0,1,1,0,0,0,5,0,1.5,1.5,1.1,2.7,35.0,48.0,84.0,0.0,0.07,0.07,0.0,0.07,0.11,0.08,0.19,0.11,0.19
Adam Webster,eng ENG,DF,Brighton,eng Premier League,28.0,1995.0,15,13,1144,12.7,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.6,16.0,80.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05
Wout Weghorst,nl NED,FW,Hoffenheim,de Bundesliga,30.0,1992.0,28,24,1977,22.0,7,3,10,6,1,1,4,0,7.2,6.4,3.5,9.9,14.0,57.0,132.0,0.32,0.14,0.46,0.27,0.41,0.33,0.16,0.49,0.29,0.45
Julian Weigl,de GER,MF,Gladbach,de Bundesliga,27.0,1995.0,31,31,2764,30.7,2,3,5,0,2,2,10,0,2.4,0.9,2.1,2.9,14.0,105.0,14.0,0.07,0.1,0.16,0.0,0.1,0.08,0.07,0.15,0.03,0.09
Nelson Weiper,de GER,"FW,MF",Mainz 05,de Bundesliga,18.0,2005.0,5,1,124,1.4,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.6,6.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.35,0.11,0.46,0.35,0.46
Mitchell Weiser,de GER,"DF,MF",Werder Bremen,de Bundesliga,29.0,1994.0,30,30,2636,29.3,3,7,10,3,0,0,5,0,3.8,3.8,4.2,7.9,81.0,111.0,189.0,0.1,0.24,0.34,0.1,0.34,0.13,0.14,0.27,0.13,0.27
Noah Weißhaupt,de GER,"DF,FW",Freiburg,de Bundesliga,21.0,2001.0,24,6,759,8.4,1,2,3,1,0,0,1,0,0.4,0.4,1.3,1.7,41.0,26.0,84.0,0.12,0.24,0.36,0.12,0.36,0.05,0.16,0.21,0.05,0.21
Shon Weissman,il ISR,"FW,DF",Salernitana,it Serie A,27.0,1996.0,11,5,494,5.5,1,0,1,1,0,0,0,0,1.0,1.0,0.1,1.1,0.0,4.0,22.0,0.18,0.0,0.18,0.18,0.18,0.19,0.02,0.21,0.19,0.21
Shon Weissman,il ISR,FW,Granada,es La Liga,27.0,1996.0,5,0,82,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
Danny Welbeck,eng ENG,"FW,MF",Brighton,eng Premier League,32.0,1990.0,29,21,1693,18.8,5,1,6,5,0,0,4,0,5.3,5.3,1.7,7.0,32.0,44.0,100.0,0.27,0.05,0.32,0.27,0.32,0.28,0.09,0.37,0.28,0.37
Timo Werner,de GER,FW,Tottenham,eng Premier League,27.0,1996.0,13,10,809,9.0,2,3,5,2,0,0,1,0,3.7,3.7,2.7,6.4,79.0,41.0,124.0,0.22,0.33,0.56,0.22,0.56,0.41,0.3,0.72,0.41,0.72
Adam Wharton,eng ENG,MF,Crystal Palace,eng Premier League,19.0,2004.0,16,15,1297,14.4,0,3,3,0,0,0,2,0,0.3,0.3,2.4,2.8,14.0,79.0,10.0,0.0,0.21,0.21,0.0,0.21,0.02,0.17,0.19,0.02,0.19
